"date","geography","geography code","Rural Urban","Bedrooms: All categories: Number of bedrooms; measures: Value","Bedrooms: No bedrooms; measures: Value","Bedrooms: 1 bedroom; measures: Value","Bedrooms: 2 bedrooms; measures: Value","Bedrooms: 3 bedrooms; measures: Value","Bedrooms: 4 bedrooms; measures: Value","Bedrooms: 5 or more bedrooms; measures: Value"
"2011","Meadowhead","E05001632","Total",2465,4,127,736,1404,169,25
"2011","Mill Hill","E05001633","Total",2905,3,403,1397,984,97,21
"2011","North Turton with Tockholes","E05001634","Total",1822,2,46,509,625,465,175
"2011","Queen's Park","E05001635","Total",2467,4,370,940,817,269,67
"2011","Roe Lee","E05001636","Total",2581,4,157,748,1269,329,74
"2011","Shadsworth with Whitebirk","E05001637","Total",3334,10,233,1119,1827,112,33
"2011","Shear Brow","E05001638","Total",2352,16,269,665,805,431,166
"2011","Sudell","E05001639","Total",3150,18,346,1517,1063,178,28
"2011","Sunnyhurst","E05001640","Total",2680,7,144,1054,1136,282,57
"2011","Wensley Fold","E05001641","Total",2980,20,532,1295,837,214,82
"2011","Whitehall","E05001642","Total",1743,1,43,732,632,289,46
"2011","Anchorsholme","E05001643","Total",3160,4,488,1092,1304,221,51
"2011","Bispham","E05001644","Total",2912,6,378,768,1341,333,86
"2011","Bloomfield","E05001645","Total",3132,43,1051,851,693,309,185
"2011","Brunswick","E05001646","Total",3297,6,668,876,1333,351,63
"2011","Claremont","E05001647","Total",3595,27,1135,1134,889,284,126
"2011","Clifton","E05001648","Total",3194,10,437,1206,1305,204,32
"2011","Greenlands","E05001649","Total",3082,2,260,709,1750,313,48
"2011","Hawes Side","E05001650","Total",3245,5,269,1012,1771,167,21
"2011","Highfield","E05001651","Total",2902,5,337,615,1717,191,37
"2011","Ingthorpe","E05001652","Total",3220,7,570,754,1606,255,28
"2011","Layton","E05001653","Total",3073,14,223,1035,1533,227,41
"2011","Marton","E05001654","Total",3015,3,151,799,1729,285,48
"2011","Norbreck","E05001655","Total",2753,8,143,725,1439,389,49
"2011","Park","E05001656","Total",3273,10,744,781,1382,294,62
"2011","Squires Gate","E05001657","Total",2741,16,315,421,1524,381,84
"2011","Stanley","E05001658","Total",2991,5,253,1001,1306,353,73
"2011","Talbot","E05001659","Total",3075,33,1058,682,845,301,156
"2011","Tyldesley","E05001660","Total",2975,3,366,658,1475,376,97
"2011","Victoria","E05001661","Total",3039,15,308,854,1569,235,58
"2011","Warbreck","E05001662","Total",2776,19,514,436,1227,412,168
"2011","Waterloo","E05001663","Total",2917,15,792,514,1025,378,193
"2011","Alderley Edge","E05008610","Total",2197,4,154,583,746,436,274
"2011","Alsager","E05008611","Total",5183,6,394,1114,2230,1228,211
"2011","Audlem","E05008612","Total",1972,2,106,369,733,544,218
"2011","Bollington","E05008613","Total",3770,1,357,1247,1473,571,121
"2011","Brereton Rural","E05008614","Total",1985,3,68,350,771,529,264
"2011","Broken Cross and Upton","E05008615","Total",3537,2,200,900,1353,893,189
"2011","Bunbury","E05008616","Total",1917,0,123,332,709,508,245
"2011","Chelford","E05008617","Total",1697,3,81,394,483,461,275
"2011","Congleton East","E05008618","Total",5658,6,378,1385,2269,1281,339
"2011","Congleton West","E05008619","Total",5903,2,450,1789,2330,1098,234
"2011","Crewe Central","E05008620","Total",2557,8,439,1381,621,82,26
"2011","Crewe East","E05008621","Total",6197,7,397,1932,3263,478,120
"2011","Crewe North","E05008622","Total",2060,6,86,682,1175,95,16
"2011","Crewe St Barnabas","E05008623","Total",2303,6,179,913,1053,136,16
"2011","Crewe South","E05008624","Total",4843,15,587,1329,2231,552,129
"2011","Crewe West","E05008625","Total",4447,9,323,1146,2533,370,66
"2011","Dane Valley","E05008626","Total",3891,2,197,742,1256,1353,341
"2011","Disley","E05008627","Total",1902,2,89,511,723,432,145
"2011","Gawsworth","E05008628","Total",1656,2,84,265,606,482,217
"2011","Handforth","E05008629","Total",4241,6,479,1368,1607,650,131
"2011","Haslington","E05008630","Total",3284,0,97,777,1423,790,197
"2011","High Legh","E05008631","Total",1857,1,65,365,657,521,248
"2011","Knutsford","E05008632","Total",5910,13,481,1248,2324,1404,440
"2011","Leighton","E05008633","Total",1959,4,18,288,892,712,45
"2011","Macclesfield Central","E05008634","Total",4507,23,725,2172,1148,340,99
"2011","Macclesfield East","E05008635","Total",1988,3,219,641,780,266,79
"2011","Macclesfield Hurdsfield","E05008636","Total",2185,8,341,869,832,112,23
"2011","Macclesfield South","E05008637","Total",3666,7,434,1228,1409,501,87
"2011","Macclesfield Tytherington","E05008638","Total",3720,5,308,705,1333,942,427
"2011","Macclesfield West and Ivy","E05008639","Total",3586,4,329,989,1701,469,94
"2011","Middlewich","E05008640","Total",5671,9,353,1492,2336,1307,174
"2011","Mobberley","E05008641","Total",1962,1,92,594,677,391,207
"2011","Nantwich North and West","E05008642","Total",4179,1,478,1285,1775,499,141
"2011","Nantwich South and Stapeley","E05008643","Total",3765,4,231,938,1418,855,319
"2011","Odd Rode","E05008644","Total",3652,11,117,1060,1753,579,132
"2011","Poynton East and Pott Shrigley","E05008645","Total",3297,1,180,681,1241,979,215
"2011","Poynton West and Adlington","E05008646","Total",3473,4,205,462,1654,910,238
"2011","Prestbury","E05008647","Total",1814,2,71,228,480,631,402
"2011","Sandbach Elworth","E05008648","Total",1837,1,79,487,918,308,44
"2011","Sandbach Ettiley Heath and Wheelock","E05008649","Total",1816,0,82,472,787,385,90
"2011","Sandbach Heath and East","E05008650","Total",1995,4,167,702,876,184,62
"2011","Sandbach Town","E05008651","Total",2192,4,147,663,728,517,133
"2011","Shavington","E05008652","Total",1757,6,54,563,853,236,45
"2011","Sutton","E05008653","Total",1834,5,105,431,732,398,163
"2011","Willaston and Rope","E05008654","Total",1995,0,44,415,685,689,162
"2011","Wilmslow Dean Row","E05008655","Total",1921,9,195,430,458,611,218
"2011","Wilmslow East","E05008656","Total",1864,0,81,465,380,684,254
"2011","Wilmslow Lacey Green","E05008657","Total",1866,1,153,445,772,366,129
"2011","Wilmslow West and Chorley","E05008658","Total",4133,5,192,944,1547,1039,406
"2011","Wistaston","E05008659","Total",3927,6,81,850,1857,952,181
"2011","Wrenbury","E05008660","Total",1846,3,90,332,668,512,241
"2011","Wybunbury","E05008661","Total",2067,0,38,332,596,631,470
"2011","Blacon","E05008662","Total",5830,7,503,1763,3205,278,74
"2011","Boughton","E05008663","Total",2884,4,477,1397,717,214,75
"2011","Chester City","E05008664","Total",2218,10,739,963,341,110,55
"2011","Chester Villages","E05008665","Total",3425,7,98,432,1409,1135,344
"2011","Davenham and Moulton","E05008666","Total",5631,7,228,1495,2197,1415,289
"2011","Dodleston and Huntington","E05008667","Total",1659,1,97,313,744,372,132
"2011","Ellesmere Port Town","E05008668","Total",4076,15,446,1063,2361,144,47
"2011","Elton","E05008669","Total",1948,2,139,428,1024,293,62
"2011","Farndon","E05008670","Total",1718,3,51,368,706,417,173
"2011","Frodsham","E05008671","Total",4025,5,303,926,1785,818,188
"2011","Garden Quarter","E05008672","Total",2029,7,457,652,412,207,294
"2011","Gowy","E05008673","Total",1633,6,83,350,646,363,185
"2011","Grange","E05008674","Total",1948,7,276,416,1118,110,21
"2011","Great Boughton","E05008675","Total",3895,2,263,680,2004,834,112
"2011","Handbridge Park","E05008676","Total",4094,4,233,821,1803,947,286
"2011","Hartford and Greenbank","E05008677","Total",3479,4,209,647,1382,956,281
"2011","Helsby","E05008678","Total",2143,7,142,487,1041,353,113
"2011","Hoole","E05008679","Total",4100,7,339,1157,2000,423,174
"2011","Kingsley","E05008680","Total",1720,3,62,327,587,501,240
"2011","Lache","E05008681","Total",2514,8,278,650,1312,224,42
"2011","Ledsham and Manor","E05008682","Total",3168,4,41,358,1681,955,129
"2011","Little Neston and Burton","E05008683","Total",3677,3,133,754,1832,782,173
"2011","Malpas","E05008684","Total",1709,1,70,351,754,386,147
"2011","Marbury","E05008685","Total",5097,10,176,1286,2358,984,283
"2011","Neston","E05008686","Total",1940,3,220,504,871,246,96
"2011","Netherpool","E05008687","Total",1457,4,138,254,912,123,26
"2011","Newton","E05008688","Total",4341,14,499,1206,1792,614,216
"2011","Parkgate","E05008689","Total",1639,1,75,363,606,455,139
"2011","Rossmore","E05008690","Total",1918,3,319,782,681,114,19
"2011","St Paul's","E05008691","Total",3993,6,300,754,2493,353,87
"2011","Saughall and Mollington","E05008692","Total",1837,2,45,253,871,517,149
"2011","Shakerley","E05008693","Total",1716,6,81,434,792,280,123
"2011","Strawberry","E05008694","Total",2017,4,36,328,1040,566,43
"2011","Sutton","E05008695","Total",3840,4,282,245,2875,373,61
"2011","Tarporley","E05008696","Total",1924,3,80,391,717,513,220
"2011","Tarvin and Kelsall","E05008697","Total",3371,5,78,721,1366,883,318
"2011","Tattenhall","E05008698","Total",1869,2,65,382,758,438,224
"2011","Upton","E05008699","Total",3638,8,187,623,1963,696,161
"2011","Weaver and Cuddington","E05008700","Total",5456,8,212,1112,2561,1252,311
"2011","Whitby","E05008701","Total",3294,1,22,275,2230,674,92
"2011","Willaston and Thornton","E05008702","Total",1696,1,63,317,661,492,162
"2011","Winnington and Castle","E05008703","Total",4195,12,412,1924,1446,321,80
"2011","Winsford Over and Verdin","E05008704","Total",5537,14,363,1387,2502,1078,193
"2011","Winsford Swanlow and Dene","E05008705","Total",3721,4,244,947,1775,610,141
"2011","Winsford Wharton","E05008706","Total",3918,4,167,922,2194,554,77
"2011","Witton and Rudheath","E05008707","Total",3505,8,172,1162,1727,377,59
"2011","Appleton","E05001577","Total",3055,5,381,1195,1302,151,21
"2011","Beechwood","E05001578","Total",1571,1,36,277,956,275,26
"2011","Birchfield","E05001579","Total",2556,2,21,346,870,1071,246
"2011","Broadheath","E05001580","Total",2590,0,224,504,1691,137,34
"2011","Halton Castle","E05001581","Total",2869,13,144,926,1413,326,47
"2011","Daresbury","E05001582","Total",1743,3,38,252,465,873,112
"2011","Ditton","E05001583","Total",3128,9,225,654,1903,283,54
"2011","Farnworth","E05001584","Total",3070,7,134,574,1582,646,127
"2011","Grange","E05001585","Total",2938,10,352,681,1693,151,51
"2011","Hale","E05001586","Total",787,1,27,76,552,106,25
"2011","Halton Brook","E05001587","Total",2716,3,151,570,1814,148,30
"2011","Halton Lea","E05001588","Total",2803,8,422,531,1524,287,31
"2011","Halton View","E05001589","Total",2975,5,311,686,1763,175,35
"2011","Heath","E05001590","Total",2514,3,107,648,1294,387,75
"2011","Hough Green","E05001591","Total",3040,13,391,893,1328,365,50
"2011","Kingsway","E05001592","Total",2674,4,215,402,1688,320,45
"2011","Mersey","E05001593","Total",3546,3,400,1709,1248,149,37
"2011","Norton North","E05001594","Total",2716,8,133,637,1137,722,79
"2011","Norton South","E05001595","Total",2744,6,354,271,1910,180,23
"2011","Riverside","E05001596","Total",2297,5,252,679,1161,169,31
"2011","Windmill Hill","E05001597","Total",980,3,58,166,643,103,7
"2011","Appleton","E05001598","Total",4173,3,197,503,1546,1481,443
"2011","Bewsey and Whitecross","E05001599","Total",5530,15,1016,1957,2202,258,82
"2011","Birchwood","E05001600","Total",4839,15,735,1209,2182,618,80
"2011","Burtonwood and Winwick","E05001601","Total",2557,1,78,564,1317,440,157
"2011","Culcheth, Glazebury and Croft","E05001602","Total",4457,6,183,812,1936,1246,274
"2011","Fairfield and Howley","E05001603","Total",6359,9,1237,2973,1804,294,42
"2011","Grappenhall and Thelwall","E05001604","Total",3969,5,215,657,2042,799,251
"2011","Great Sankey North","E05001605","Total",2548,1,96,344,1634,409,64
"2011","Great Sankey South","E05001606","Total",4335,8,287,487,2833,632,88
"2011","Hatton, Stretton and Walton","E05001607","Total",1188,2,6,117,524,412,127
"2011","Latchford East","E05001608","Total",3731,6,636,1020,1893,139,37
"2011","Latchford West","E05001609","Total",3275,4,312,1323,1440,162,34
"2011","Lymm","E05001610","Total",5171,8,272,1167,2063,1174,487
"2011","Orford","E05001611","Total",4442,9,419,1157,2575,241,41
"2011","Penketh and Cuerdley","E05001612","Total",3526,2,40,600,2265,533,86
"2011","Poplars and Hulme","E05001613","Total",4559,7,644,1149,2410,295,54
"2011","Poulton North","E05001614","Total",4304,7,562,860,2146,595,134
"2011","Poulton South","E05001615","Total",2726,4,67,605,1653,338,59
"2011","Rixton and Woolston","E05001616","Total",3702,9,134,663,2079,716,101
"2011","Stockton Heath","E05001617","Total",2728,9,168,582,1255,542,172
"2011","Westbrook","E05001618","Total",2449,5,134,464,749,1010,87
"2011","Whittle Hall","E05001619","Total",4572,5,259,909,1383,1633,383
"2011","All Saints","E05003114","Total",2139,1,89,552,1026,347,124
"2011","Aspatria","E05003115","Total",1502,1,50,443,805,158,45
"2011","Boltons","E05003116","Total",784,1,18,154,337,191,83
"2011","Broughton St Bridget's","E05003117","Total",1729,1,45,372,805,372,134
"2011","Christchurch","E05003118","Total",1648,1,145,580,585,260,77
"2011","Clifton","E05003119","Total",710,0,7,171,421,94,17
"2011","Crummock","E05003120","Total",675,0,14,117,255,191,98
"2011","Dalton","E05003121","Total",776,0,33,173,302,195,73
"2011","Derwent Valley","E05003122","Total",642,0,27,115,276,128,96
"2011","Ellen","E05003123","Total",1367,3,18,379,695,215,57
"2011","Ellenborough","E05003124","Total",1659,3,107,502,896,118,33
"2011","Ewanrigg","E05003125","Total",1469,1,39,410,883,118,18
"2011","Flimby","E05003126","Total",749,0,25,243,402,60,19
"2011","Harrington","E05003127","Total",1337,1,26,360,651,232,67
"2011","Holme","E05003128","Total",734,0,38,177,337,130,52
"2011","Keswick","E05003129","Total",2370,5,224,724,934,313,170
"2011","Marsh","E05003130","Total",683,0,12,106,368,157,40
"2011","Moorclose","E05003131","Total",2246,3,188,657,1302,69,27
"2011","Moss Bay","E05003132","Total",2284,10,187,767,1239,58,23
"2011","Netherhall","E05003133","Total",1409,9,177,324,587,221,91
"2011","St John's","E05003134","Total",2487,5,110,882,1069,328,93
"2011","St Michael's","E05003135","Total",2516,3,257,1064,925,210,57
"2011","Seaton","E05003136","Total",2201,1,37,586,1217,288,72
"2011","Silloth","E05003137","Total",1462,0,80,398,707,213,64
"2011","Solway","E05003138","Total",681,1,7,156,310,157,50
"2011","Stainburn","E05003139","Total",702,0,13,178,329,144,38
"2011","Wampool","E05003140","Total",697,1,10,109,347,192,38
"2011","Warnell","E05003141","Total",781,0,12,136,328,211,94
"2011","Waver","E05003142","Total",728,2,14,115,366,166,65
"2011","Wharrels","E05003143","Total",663,1,5,134,299,157,67
"2011","Wigton","E05003144","Total",2515,2,96,717,1269,343,88
"2011","Barrow Island","E05003145","Total",1465,0,314,689,393,61,8
"2011","Central","E05003146","Total",2155,3,294,1096,535,171,56
"2011","Dalton North","E05003147","Total",2553,5,50,769,1205,404,120
"2011","Dalton South","E05003148","Total",2745,5,139,821,1459,265,56
"2011","Hawcoat","E05003149","Total",2216,2,34,641,1165,301,73
"2011","Hindpool","E05003150","Total",3021,13,532,1549,770,127,30
"2011","Newbarns","E05003151","Total",2277,2,181,434,1164,407,89
"2011","Ormsgill","E05003152","Total",2772,6,291,1022,1319,104,30
"2011","Parkside","E05003153","Total",2359,2,140,571,1133,370,143
"2011","Risedale","E05003154","Total",2751,3,106,1120,1306,189,27
"2011","Roosecote","E05003155","Total",2050,5,36,537,1066,317,89
"2011","Walney North","E05003156","Total",2455,6,208,941,1165,107,28
"2011","Walney South","E05003157","Total",2405,4,110,708,1400,158,25
"2011","Belah","E05003158","Total",2699,2,121,738,1223,542,73
"2011","Belle Vue","E05003159","Total",2698,2,121,757,1493,279,46
"2011","Botcherby","E05003160","Total",2855,5,192,1308,1167,142,41
"2011","Brampton","E05003161","Total",2105,1,187,574,902,331,110
"2011","Burgh","E05003162","Total",871,0,24,161,357,249,80
"2011","Castle","E05003163","Total",2926,20,443,1490,644,175,154
"2011","Currock","E05003164","Total",2745,14,155,949,1445,133,49
"2011","Dalston","E05003165","Total",2621,0,100,568,1187,607,159
"2011","Denton Holme","E05003166","Total",3122,3,370,1351,1176,176,46
"2011","Great Corby and Geltsdale","E05003167","Total",940,2,47,215,332,248,96
"2011","Harraby","E05003168","Total",2973,7,199,1030,1405,277,55
"2011","Hayton","E05003169","Total",897,1,33,167,428,200,68
"2011","Irthing","E05003170","Total",843,0,28,203,341,206,65
"2011","Longtown & Rockcliffe","E05003171","Total",1813,3,150,496,777,292,95
"2011","Lyne","E05003172","Total",816,1,27,166,360,194,68
"2011","Morton","E05003173","Total",2913,1,536,1219,1039,104,14
"2011","St Aidans","E05003174","Total",2935,13,342,1395,777,274,134
"2011","Stanwix Rural","E05003175","Total",1933,2,42,409,807,542,131
"2011","Stanwix Urban","E05003176","Total",2567,2,92,607,1235,487,144
"2011","Upperby","E05003177","Total",2461,4,185,779,1316,135,42
"2011","Wetheral","E05003178","Total",2014,2,63,453,830,520,146
"2011","Yewdale","E05003179","Total",2595,5,153,716,1334,338,49
"2011","Arlecdon","E05003180","Total",660,0,5,228,277,119,31
"2011","Beckermet","E05003181","Total",1309,5,32,291,631,253,97
"2011","Bootle","E05003182","Total",584,2,23,136,260,111,52
"2011","Bransty","E05003183","Total",2047,2,17,412,1120,390,106
"2011","Cleator Moor North","E05003184","Total",1804,3,29,564,939,221,48
"2011","Cleator Moor South","E05003185","Total",1245,2,47,383,671,110,32
"2011","Distington","E05003186","Total",1763,3,33,471,1048,162,46
"2011","Egremont North","E05003187","Total",1878,1,32,416,1151,241,37
"2011","Egremont South","E05003188","Total",1727,2,98,451,908,223,45
"2011","Ennerdale","E05003189","Total",447,1,7,95,169,137,38
"2011","Frizington","E05003190","Total",1122,5,19,351,543,172,32
"2011","Gosforth","E05003191","Total",644,0,12,164,260,155,53
"2011","Harbour","E05003192","Total",2100,7,450,647,701,201,94
"2011","Haverigg","E05003193","Total",574,2,22,165,293,74,18
"2011","Hensingham","E05003194","Total",1857,8,103,626,949,125,46
"2011","Hillcrest","E05003195","Total",1056,1,11,131,645,206,62
"2011","Holborn Hill","E05003196","Total",1061,1,18,306,542,154,40
"2011","Kells","E05003197","Total",1103,3,47,345,629,66,13
"2011","Millom Without","E05003198","Total",571,0,9,88,241,157,76
"2011","Mirehouse","E05003199","Total",1823,4,41,282,1365,98,33
"2011","Moresby","E05003200","Total",546,0,7,92,291,117,39
"2011","Newtown","E05003201","Total",1585,5,57,550,757,183,33
"2011","St Bees","E05003202","Total",737,0,27,168,283,186,73
"2011","Sandwith","E05003203","Total",1057,3,25,366,584,47,32
"2011","Seascale","E05003204","Total",1236,1,18,224,552,306,135
"2011","Alston Moor","E05003205","Total",996,0,73,304,415,151,53
"2011","Appleby (Appleby)","E05003206","Total",651,1,95,217,269,54,15
"2011","Appleby (Bongate)","E05003207","Total",764,1,34,226,345,124,34
"2011","Askham","E05003208","Total",620,0,33,126,278,137,46
"2011","Brough","E05003209","Total",562,3,17,114,275,106,47
"2011","Crosby Ravensworth","E05003210","Total",574,0,7,95,262,160,50
"2011","Dacre","E05003211","Total",637,0,16,123,305,144,49
"2011","Eamont","E05003212","Total",635,0,20,208,279,105,23
"2011","Greystoke","E05003213","Total",639,0,16,172,305,110,36
"2011","Hartside","E05003214","Total",531,0,12,99,239,140,41
"2011","Hesket","E05003215","Total",1260,3,22,268,543,322,102
"2011","Kirkby Stephen","E05003216","Total",1170,1,89,270,539,203,68
"2011","Kirkby Thore","E05003217","Total",640,1,15,105,343,119,57
"2011","Kirkoswald","E05003218","Total",600,1,14,106,277,145,57
"2011","Langwathby","E05003219","Total",644,0,19,116,286,164,59
"2011","Lazonby","E05003220","Total",625,2,46,141,259,132,45
"2011","Long Marton","E05003221","Total",538,2,14,102,255,116,49
"2011","Morland","E05003222","Total",532,2,8,80,253,149,40
"2011","Orton with Tebay","E05003223","Total",589,0,20,149,263,121,36
"2011","Penrith Carleton","E05003224","Total",696,0,11,200,321,140,24
"2011","Penrith East","E05003225","Total",1200,0,108,354,546,161,31
"2011","Penrith North","E05003226","Total",1823,1,99,469,779,361,114
